user_id,session_duration,page_views,conversion_rate,bounce_rate,device_type
user_59,600.955725776374,13,0.04017609493321021,0.14980002021317435,desktop
user_60,11.597120346891066,6,0.08653091053639742,0.3029545440929661,mobile
user_61,15.346548255770237,7,0.1437988079829781,0.42934475160850766,desktop
user_62,570.5673747412699,11,0.21153484770942885,0.3809932965330534,desktop
user_63,249.47462583365748,8,0.25284177133534136,0.40224793824799937,desktop
user_64,54.418117068871865,11,0.1918904138195887,0.6106103163027194,desktop
user_65,350.1890116106939,17,0.14494129572671008,0.14467397835424917,mobile
user_66,97.51320639429824,8,0.1203058076968526,0.2803232939363805,mobile
user_67,254.96780846602383,12,0.18995664614656846,0.0913882790082342,desktop
user_68,560.6589070226668,12,0.22229758799364138,0.5638146985619842,mobile
user_69,49.24270437155798,9,0.06533479422431092,0.164721109023997,mobile
user_70,301.05624083477977,10,0.18972549555491136,0.19698197841650955,mobile
user_71,309.04470337026737,5,0.5902725526155072,0.3682930918710774,mobile
user_72,189.83055927765832,8,0.3059850090027211,0.5321602501713572,desktop
user_73,460.31734504363726,5,0.11832084593514487,0.15508604468451898,tablet
user_74,254.6364071046127,11,0.04553264959088946,0.15631556806160787,desktop
user_75,28.77831401237373,6,0.25866155427368975,0.3858455753520979,tablet
user_76,15.327882803530539,7,0.07595405014819433,0.5018483588171181,desktop
user_77,33.047381131561856,4,0.15035967600384428,0.14101673189236477,mobile
user_78,901.2107009827369,7,0.1168731268887449,0.11730419758084393,desktop
user_79,71.78801555758596,5,0.44025474526052083,0.17163113444456496,desktop
user_80,380.85771956163535,6,0.29616470041771675,0.24276597940455916,mobile
user_81,157.22177766444656,8,0.11197835686526711,0.4556134911547386,desktop
user_82,482.77398559130194,7,0.1529122948827025,0.28765249480762134,desktop
user_83,59.35372889418249,9,0.43728960701548814,0.2890513795594924,mobile
user_84,1010.9164042400564,9,0.08978588555281818,0.0701142668038697,mobile
user_85,230.95695548446324,5,0.4726903256953846,0.290092302533972,tablet
user_86,74.47720173061191,14,0.2789844466358508,0.26183096249937526,tablet
user_87,182.200481927218,8,0.05804699736508131,0.18777983931828915,mobile
user_88,268.60785220851824,9,0.10889164496886838,0.16968853595448913,mobile
user_89,521.6233795412405,6,0.2487014265977647,0.15798316669090637,mobile
user_90,222.35924450594447,5,0.22962090552719108,0.291755022761158,desktop
user_91,1041.3342317126012,6,0.15366826435720735,0.2307209104220292,mobile
user_92,403.3344962173573,8,0.1425684863406034,0.3568716430465919,mobile
user_93,108.06490590875083,9,0.465759299658959,0.09972576230533454,mobile
user_94,143.94347899871306,5,0.48040288459093167,0.21560763329408428,desktop
user_95,132.1020894828033,7,0.015455546620044962,0.14210589395340012,mobile
user_96,111.62771383310088,5,0.3843592313928875,0.538560991856154,mobile
user_97,101.60268061787181,5,0.21295546386240072,0.371049851523098,desktop
user_98,481.5743816347687,14,0.23495693766666714,0.24932678162556898,mobile
user_99,346.35500765985455,6,0.059742659835896716,0.4009394618297436,desktop
user_100,20.270188625115622,9,0.16392518371052872,0.344535760126355,mobile
user_101,230.90249729931605,4,0.1745827692731814,0.27703303664534007,desktop
user_102,362.0669583039391,10,0.1700138981797168,0.23253850090915273,desktop
user_103,30.58322462045088,6,0.23448384580725323,0.22048462220921972,desktop
user_104,467.8449305326834,10,0.09358387408177489,0.16447732538527,mobile
user_105,369.25730041256304,4,0.1322728789224742,0.32256236993411497,mobile
user_106,1114.2576950690948,6,0.18840512576441906,0.5362284254354892,desktop
user_107,32.617520431244046,9,0.04130518858083208,0.30046747010218766,mobile
user_108,42.91018847266751,4,0.31587592158788536,0.48489132928792844,mobile
user_109,58.93497622532612,10,0.05827623612337464,0.49366842642072334,desktop
user_110,2.299847113863466,5,0.5086117187089997,0.35516012504152855,desktop
user_111,58.86951039608169,5,0.1603767867269479,0.31575989918820224,mobile
user_112,534.2642898019283,8,0.3249067096174273,0.513120076121682,mobile
user_113,230.60403150388913,9,0.12419367117450257,0.11830438246378383,desktop
user_114,472.5772974933377,7,0.27004706097080117,0.251552092102311,tablet
user_115,51.655198541430536,4,0.19958624274223352,0.0604744382796745,desktop
user_116,183.39370755808673,8,0.35021999635556345,0.34442081248211553,mobile
user_117,207.68241853158332,4,0.2375964804055702,0.6003735630913342,desktop
user_118,182.25814853094005,5,0.09609854571867145,0.18265722494140751,desktop
user_119,456.6413049120072,6,0.08533944916251596,0.5047807354761547,desktop
user_120,422.53928268359704,7,0.31636761091411125,0.33595673484696004,desktop
user_121,182.84302688385145,8,0.12520044552023776,0.39467035550792107,mobile
user_122,196.08242463351033,8,0.15204504952757109,0.2643445903035445,mobile
user_123,250.8266004626669,8,0.0751655934115002,0.2086999442543259,mobile
user_124,241.41311474472533,6,0.5478870828111337,0.3569013277157456,mobile
user_125,334.6206243820641,9,0.1484770363172724,0.3865296244433783,mobile
user_126,160.25337448754334,9,0.1417410680998849,0.23885195226504688,desktop
user_127,460.6304596132305,11,0.3214972462499818,0.1509270314920507,desktop
user_128,468.02331299063087,12,0.056126394439604474,0.44199313680341573,desktop
user_129,172.42140501918277,6,0.11285760460841,0.19222585394940273,mobile
user_130,59.48296738319839,6,0.3693337317665117,0.2555660744786579,mobile
user_131,372.9562233661764,13,0.35147264378543713,0.5089265818919471,mobile
user_132,332.8596109503996,7,0.17716250341658188,0.3533558167141479,mobile
user_133,20.597191732281342,4,0.17569404829457733,0.3468415318309789,mobile
user_134,120.72552324505075,5,0.21268467648153302,0.19839535383628462,desktop
user_135,96.14572132074673,8,0.054791285546545214,0.46881590433700976,desktop
user_136,470.5977086979863,6,0.2826023977753181,0.4320051116617849,desktop
user_137,445.7966461940254,9,0.2501966603092774,0.4102608523521081,desktop
user_138,2.5601799887462304,8,0.12881420353229844,0.4523524879738423,tablet
user_139,134.34753186320134,6,0.0868605758656111,0.3206664383463869,mobile
user_140,100.80194332620697,6,0.18910732275779027,0.3692034730746175,tablet
user_141,92.89890845815685,5,0.1647473849064288,0.2791600574347775,mobile
user_142,131.94077640026245,6,0.10816193866518008,0.5511496882354667,tablet
user_143,57.82192145095751,13,0.13523848441492636,0.5983065012628719,mobile
user_144,396.9794083286587,9,0.23693362401357052,0.1526383347414887,desktop
user_145,268.9101055777232,5,0.33215839768440264,0.3298537565001188,mobile
user_146,682.4075404141652,12,0.2079937779195442,0.13845498633378758,mobile
user_147,443.77152524142815,7,0.1185914021246627,0.5722564028646224,desktop
user_148,589.2952788181394,6,0.08219579018136014,0.2317577624513652,desktop
user_149,104.84964317212699,6,0.15781965083560304,0.2977340495855682,desktop
user_150,1184.6788372062176,7,0.01709066001399838,0.24279876866355285,desktop
user_151,6.800753238107761,3,0.1552187121458007,0.41810735304739804,mobile
user_152,145.9132554903411,11,0.06058826588083756,0.47300377358675366,mobile
user_153,653.2073067891209,14,0.28151047621694336,0.4848688677014909,desktop
user_154,400.7558185334433,7,0.28291941676834653,0.2222044750807289,mobile
user_155,337.7688220978157,5,0.15659030667833926,0.38268110963234303,desktop
user_156,118.9157882912355,7,0.13696967369912624,0.04492831346003159,desktop
user_157,198.7113084603953,8,0.20822490049692008,0.21831542681434865,tablet
user_158,402.8356613213869,6,0.07212149746893616,0.25650723203896403,mobile
user_159,42.03004743745106,7,0.08740740484394041,0.3955227662775313,desktop
user_160,33.251678945868186,9,0.17150393047788998,0.2785146989050561,desktop
user_161,284.19740640943263,5,0.1953175923391077,0.33347495588342757,desktop
user_162,174.59236600893357,7,0.37377871247932015,0.2818218280152302,desktop
user_163,141.7097128581966,9,0.2976440493551875,0.47565845426083875,mobile
user_164,212.31993732200027,9,0.12660710293874305,0.3712381678542965,mobile
user_165,814.7225438013254,10,0.07529174824939826,0.2923301884971716,desktop
user_166,389.4675035390076,5,0.2686016502552274,0.35797290219058137,desktop
user_167,1368.505765729312,10,0.5740110537704686,0.30686188448399104,desktop
user_168,122.87545001092805,8,0.17376573094703612,0.24088774561820891,mobile
user_169,645.447891052163,8,0.14778322389596224,0.5129248247077467,mobile
user_170,601.8566622300517,12,0.22070935066056271,0.4960476620072861,mobile
user_171,180.54107134836565,8,0.29042788045682827,0.528131951273726,desktop
user_172,92.20798759129923,10,0.06975902145342945,0.1450907369905671,mobile
user_173,210.58231169371163,7,0.24268905764587673,0.3966642944814029,mobile
user_174,347.42854683821076,8,0.27425374864122454,0.1083193680445454,desktop
user_175,134.1743518978572,7,0.266458228999588,0.35699724395981947,tablet
user_176,175.47097597772944,6,0.1398585449722492,0.4793967309422535,desktop
user_177,459.8323770141055,6,0.10192795185406608,0.38279493964319083,mobile
user_178,398.17275738006623,15,0.2951323100883775,0.44911438206129844,desktop
user_179,15.92003872495292,5,0.23746102197751387,0.25736305998832293,mobile
user_180,346.25960693884906,5,0.3051962207375506,0.42647575701332874,mobile
user_181,163.7746379859801,8,0.08557951160493565,0.2331571305707192,desktop
user_182,126.16062130120044,8,0.10823561715884117,0.20128748615855588,desktop
user_183,15.290644847945844,8,0.38017026481760324,0.2613931280078579,desktop
user_184,100.50865016212859,8,0.17146211197700703,0.3653567038273648,mobile
user_185,555.9301572260175,7,0.10313854945750607,0.3227012488765614,mobile
user_186,220.34387688140103,2,0.250250872213696,0.3147344656743954,tablet
user_187,408.71843778792214,8,0.2981001478458877,0.5452585099874871,mobile
user_188,192.70726434912237,5,0.23053928336708418,0.153105642289875,desktop
user_189,532.3615472277605,7,0.1614253958642323,0.5517206187523489,desktop
user_190,809.688022889939,9,0.11981195085591358,0.13521522421979662,desktop
user_191,332.3433045329774,9,0.11752964274358366,0.2997457975785811,desktop
user_192,183.00012412487914,8,0.41715280303789015,0.12869630915587738,desktop
user_193,193.3793851641212,8,0.12229608190748884,0.2454582669207647,mobile
user_194,86.91793665483272,5,0.24704527927633876,0.5220273044679394,desktop
user_195,719.0819592692905,4,0.3101635839823411,0.4368674731960814,desktop
user_196,30.383261553730488,9,0.19187912729422593,0.1447298343555241,desktop
user_197,214.0951422292648,7,0.17109872310541913,0.31942421981866526,desktop
user_198,18.89288686535135,11,0.06891993906936024,0.2544437149857442,desktop
user_199,87.35426036307354,9,0.11702820458731276,0.319659454420971,desktop
user_200,49.91014322793632,6,0.08181817828533733,0.49083411658734527,desktop
user_201,675.6417706590208,14,0.2735897614965211,0.256182411529497,mobile
user_202,14.626385542670269,12,0.09477130979695315,0.2694928755631633,tablet
user_203,110.21882774823574,9,0.10731217664927761,0.3402844074822775,mobile
user_204,188.16999076292765,7,0.2902661148740641,0.2825153171460052,mobile
user_205,480.883525796711,9,0.13461567743839697,0.18691729228259832,desktop
user_206,282.3155529345497,9,0.24129289911260934,0.19091843301317266,mobile
user_207,147.41535968276807,7,0.1541509412902839,0.08343447268185912,desktop
user_208,765.9943282677204,5,0.3429908816952043,0.16995682209739738,mobile
user_209,148.4846483690505,9,0.06455786215544697,0.09930123268346827,mobile
user_210,149.90066826589103,4,0.16511479161476766,0.5897446920759982,mobile
user_211,49.72276283418948,8,0.10974083074133481,0.34776684557332294,tablet
user_212,36.664416515205296,3,0.2572934563191782,0.1937504329617352,mobile
user_213,18.186904453369092,8,0.18728026075944568,0.30110723834298725,mobile
user_214,369.65885716849874,6,0.5685908411250682,0.29551554197552254,desktop
user_215,229.69349173364603,5,0.21214535085070038,0.31445207388963825,tablet
user_216,99.47711883991657,4,0.08653052109242214,0.15544830270400065,tablet
user_217,861.7990896507712,6,0.06687629965155242,0.35264574582626435,desktop
user_218,27.506558758903843,6,0.21152314562573044,0.38094110137682574,desktop
user_219,650.3276525549234,4,0.29037509639115566,0.5127438507831026,desktop
user_220,7.354037217054268,11,0.09287498120601322,0.44988297650293685,desktop
user_221,909.1676559607383,7,0.05582259561313402,0.4428112612625236,desktop
user_222,747.7548035335068,13,0.14759771464786792,0.6980436573803875,tablet
user_223,344.67223237034483,5,0.09289492071786222,0.15934385109036273,tablet
user_224,482.26592833185794,8,0.3941548622466687,0.29339927911496566,desktop
user_225,59.20201759061197,11,0.14573619706034352,0.13532259069109995,mobile
user_226,84.95303076295095,10,0.21487121338305373,0.5764834551009302,mobile
user_227,369.5679283830626,7,0.2975922266760018,0.7112895640252891,desktop
user_228,1424.060080890944,7,0.13778998041703802,0.2939884853950407,desktop
user_229,11.325153416932206,8,0.24756503312634326,0.1614829973988791,mobile
user_230,582.0583777587642,5,0.40538765106730074,0.40515957476322856,desktop
user_231,516.514505536108,10,0.39602890588726875,0.3827514660843005,desktop
user_232,290.20335997231354,4,0.3031962766380962,0.2740544737197352,desktop
user_233,144.26755652396454,11,0.054679667655087014,0.3018544805395144,desktop
user_234,271.39481872877906,7,0.0687623523750297,0.37288361586636654,mobile
user_235,448.3447812324401,6,0.03877041121869697,0.34983646460215384,desktop
user_236,407.121834499394,9,0.14150208863541147,0.6904288256172381,desktop
user_237,152.32318048208037,8,0.12842005908919726,0.22380022408729783,desktop
user_238,132.59390250087213,7,0.04723001362364095,0.12268281471712253,mobile
user_239,41.00264168732324,11,0.35886293544433107,0.24682333020157682,mobile
user_240,336.9443684567024,7,0.12053839748520401,0.15057893870280994,mobile
user_241,18.50791010441658,1,0.3142358151309552,0.08399222736338062,desktop
user_242,665.8302857889452,7,0.13364854004169582,0.2024356458633322,mobile
user_243,143.9138235093821,4,0.3700334611581339,0.3071983275506296,mobile
user_244,425.6299437967112,5,0.09398975872869426,0.2715055149648398,desktop
user_245,802.9074152193392,9,0.12999891119773196,0.1811411671215285,desktop
user_246,45.57163523066688,7,0.28058937355542024,0.1365256911894888,desktop
user_247,913.0115484320693,6,0.13203966286760888,0.25800054501767566,desktop
user_248,113.94479465359616,10,0.4355859611942221,0.15271491816554386,mobile
user_249,142.74283705574075,10,0.23979775403048206,0.36697444200743834,tablet
user_250,501.04175347200515,9,0.0741083057580117,0.21085716389059528,desktop
user_251,786.3296767208275,7,0.19953063442475844,0.1935837315923417,desktop
user_252,66.77990140124574,7,0.0795256985909781,0.4059193390055899,mobile
user_253,343.82794597095113,7,0.21669739103411825,0.2901924705358809,desktop
user_254,499.55818103295974,7,0.07586373853914954,0.22315828640217353,desktop
user_255,519.2296062208177,9,0.06610632098653081,0.3057304514183921,desktop
user_256,334.36784422015324,7,0.10552208318381266,0.3092209018719545,desktop
user_257,240.4989028947066,8,0.19192307792119567,0.38884963108219717,desktop
user_258,710.7687383480323,12,0.05945215966094524,0.3890817576112974,mobile
user_259,177.35482789782498,13,0.3975496350130127,0.35359291834490814,desktop
user_260,464.3659866587573,14,0.0960549012685238,0.27952980802339633,desktop
user_261,231.575668929857,9,0.21975487863894078,0.3950430937665425,mobile
user_262,16.462983577561335,7,0.25409769739610677,0.28774491814037834,mobile
user_263,55.35349768664475,6,0.44471213058625986,0.4133427477841241,tablet
user_264,660.7491422710816,7,0.08820974097481601,0.5922908966862387,desktop
user_265,524.6137482432586,12,0.19207348740794195,0.24146925701973976,mobile
user_266,170.92930961597855,6,0.06907283481173276,0.04910543163366262,mobile
user_267,37.31178257241897,5,0.05488668992372315,0.24224132752075658,desktop
user_268,194.49256653552115,10,0.13136661152627108,0.3500889921111019,desktop
user_269,87.6940641127065,8,0.11272211492915797,0.32704441325878,mobile
user_270,7.5112891043280205,9,0.05494188104011167,0.4288334545524763,desktop
user_271,365.69744274449056,10,0.1981112792098278,0.14497632695093393,tablet
user_272,981.6765252716439,8,0.06130768546619707,0.17288281840696343,desktop
user_273,426.66837496993975,9,0.2757031768275729,0.1811607394342635,desktop
user_274,377.92280360040183,5,0.06577949520651952,0.529106907779453,desktop
user_275,79.35708267617196,11,0.1390197391006096,0.344089704524201,desktop
user_276,229.18483099369678,10,0.028133783203480898,0.2658955111506521,mobile
user_277,528.858677855348,7,0.29806530132517295,0.3926981415399686,mobile
user_278,140.75590014951982,6,0.1567995056283015,0.42627007125873345,mobile
user_279,1638.6112765039343,7,0.03974147942515953,0.21928551754765677,desktop
user_280,479.4428359496647,9,0.08457209462785616,0.48266117215022186,tablet
user_281,447.34225167614215,10,0.20239362196581848,0.34603641848671607,mobile
user_282,641.8480472979538,4,0.34599283449346413,0.39380444440216594,mobile
user_283,458.7292459980263,5,0.2561467225094827,0.2702471310344553,mobile
user_284,256.5014190108195,5,0.10938588058613646,0.37203524698625284,mobile
user_285,91.13249289093248,11,0.3003403850417647,0.28487081784687046,mobile
user_286,2.1221689843923244,8,0.3026324851540285,0.23605375279565466,desktop
user_287,994.8226263146662,6,0.1207637100853402,0.23486608064676787,tablet
user_288,56.39528178581704,3,0.16181821417013947,0.45183234131794914,tablet
user_289,461.30754278318807,9,0.14439955126559462,0.29379145510248417,desktop
user_290,433.70818060624043,6,0.12749773248811913,0.42163327319589383,desktop
user_291,678.2781703254775,10,0.019738145894477557,0.21957354150818487,mobile
user_292,80.77930974343589,3,0.17930170437279788,0.19660254921696488,desktop
user_293,312.09960470020724,9,0.18860988970484463,0.2611006330397253,tablet
user_294,216.00321864470138,9,0.30088808686126717,0.45073598442811486,desktop
user_295,554.7690212523848,10,0.09832756866796415,0.27751062579828734,mobile
user_296,1227.4386259613448,10,0.44164855731072783,0.1926466566902855,tablet
user_297,566.3233618673875,10,0.2938198697035882,0.5531851813473316,mobile
user_298,346.68649808940415,10,0.2021261880004437,0.270725368103727,mobile
user_299,36.49730038822818,8,0.6321285922934435,0.27977891185236287,mobile
user_300,662.4900191542928,7,0.08987256646340283,0.17684521195874586,desktop
user_301,82.18553590845484,6,0.33901757683911166,0.40826066084526286,mobile
user_302,29.479773399590293,10,0.04653246725719868,0.10494927097664841,tablet
user_303,332.1718908908249,7,0.20152433337092113,0.2942047038228185,tablet
user_304,60.58689666708767,6,0.1309436163432132,0.3403299701856593,desktop
user_305,172.11387747799176,7,0.2197477479116622,0.11750008313834821,desktop
user_306,307.8309694543139,5,0.29108463456631095,0.42664625689681995,mobile
user_307,359.42935605168395,6,0.2569481213964417,0.19986178939004948,desktop
user_308,331.017901940669,3,0.0936303613218751,0.520680233055224,desktop
user_309,156.0890786659203,9,0.40455441174623546,0.22221474771294245,desktop
user_310,190.132614595938,8,0.23624422864614206,0.41244456071019114,desktop
user_311,336.16469857396174,2,0.457214032277485,0.2828611605645493,mobile
user_312,247.9722994098742,4,0.1988049258678903,0.20150911634648788,mobile
user_313,1903.0771737315283,13,0.32439407646968854,0.210603351231626,desktop
user_314,521.0154867102128,4,0.252263652523769,0.19626910158526678,mobile
user_315,2.8340760796229443,6,0.029748108507768364,0.12413859269253173,desktop
user_316,116.77352134342908,13,0.09673698348611215,0.12879714919551294,desktop
user_317,39.80805982575682,7,0.2770673509956429,0.15308245349002816,desktop
user_318,124.83408162036895,4,0.5585161713829543,0.39930858032164696,desktop
user_319,60.58797930245387,6,0.11439329358853817,0.6161438418279479,tablet
user_320,98.72528021641409,13,0.17218530760230924,0.3950897065326791,mobile
user_321,411.22565780716127,4,0.05054419918647509,0.447466544146654,mobile
user_322,23.39936144498903,14,0.23206343119327424,0.2498059179743664,mobile
user_323,508.4107447889191,4,0.22631506178485306,0.1614559434680562,tablet
user_324,399.83543504933346,10,0.1541643325400679,0.27150276565347253,desktop
user_325,475.71320469146707,12,0.14030108304957936,0.2743247353442112,mobile
user_326,653.5904356670156,14,0.0706532938395023,0.4378235865536577,desktop
user_327,149.64915369879847,8,0.1682311666815998,0.27298610507853055,desktop
user_328,26.59820051340564,4,0.035519578091962795,0.20422943351907777,desktop
user_329,223.01553225723197,15,0.11386087502960043,0.459025468504695,tablet
user_330,1031.7861845957036,5,0.18218520588079715,0.3496592655316354,mobile
user_331,45.90906389261137,3,0.21863943511540002,0.2616032573446536,desktop
user_332,506.36993280279654,13,0.06869314940135669,0.37387847251013545,desktop
user_333,20.831943278743452,8,0.13969758284387346,0.4736428734680941,desktop
user_334,827.1056355152659,9,0.3655317717497883,0.34800555828737095,desktop
user_335,9.692862076738058,8,0.41777400316746144,0.4013970434290303,mobile
user_336,39.86677519268068,12,0.04144461720508266,0.324430628827012,mobile
user_337,269.86402041915636,10,0.22511354375437553,0.25835299725632294,desktop
user_338,436.6351013744771,6,0.2376267842843877,0.1366738198527643,desktop
user_339,31.82696424290429,11,0.2546094879673793,0.33664496767829644,mobile
user_340,83.05120426858285,12,0.06915238026000518,0.3229208190025384,mobile
user_341,369.7317497189698,8,0.3878957396868529,0.2100087704802372,desktop
user_342,174.45142426501502,12,0.30266566554437196,0.23546929699399,desktop
user_343,305.18431928672373,9,0.0442331618048416,0.190679925873298,desktop
user_344,211.72112744535673,7,0.030453096009157982,0.19368335266114906,mobile
user_345,226.0563123363473,13,0.12450836718639148,0.38058059450372683,desktop
user_346,295.4087938337115,13,0.22596780563498695,0.21119684031548758,desktop
user_347,235.28418942528455,11,0.5355301215691924,0.4552598838347059,mobile
user_348,49.51366053596224,6,0.23049856120376475,0.33134024301950055,mobile
user_349,385.1830707883928,5,0.1730198895080014,0.14914859969826666,desktop
user_350,0.6742010256437381,8,0.104290142176947,0.2754945356955977,mobile
user_351,98.0503383204153,12,0.41593542961914637,0.2712650091970498,tablet
user_352,1352.83149659129,8,0.2129074133625908,0.27461099850182136,desktop
user_353,59.952832207582496,12,0.28814367240062405,0.07254376839355905,mobile
user_354,425.52983751161776,8,0.20575584311159456,0.334575529690837,mobile
user_355,877.4345761634236,8,0.05773274787518701,0.15742822881594826,desktop
user_356,440.6838108593763,10,0.4241466633748806,0.1724573894326483,desktop
user_357,852.0519667096282,4,0.1891976310574727,0.03251883314716615,mobile
user_358,83.38083408461137,6,0.27179177047483,0.2858631660508862,desktop
user_359,179.14319535902206,10,0.05153441504062393,0.4056150390792242,desktop
user_360,113.83270263919606,15,0.13020179911391835,0.4754101432287568,desktop
user_361,19.170701746642038,5,0.19041434756626902,0.24502523207360538,tablet
user_362,881.8560967987587,5,0.3088307309549278,0.4215410379219463,desktop
user_363,348.69483147452496,8,0.17649830110899878,0.10837382936550646,mobile
user_364,137.11308315400055,11,0.13536264938789563,0.0754095596409208,mobile
user_365,34.717809563220186,6,0.11075471726273066,0.38135060287035627,desktop
user_366,267.94096207745963,10,0.34589861302485,0.18507052011343209,tablet
user_367,25.482842231697198,10,0.17207037205289855,0.1391495876500168,mobile
user_368,84.26117961183324,7,0.5065153862381855,0.1774692685542193,desktop
user_369,18.932422171592307,4,0.16022030398241655,0.2864045430170235,desktop
user_370,230.35887301364883,4,0.14733582032795356,0.20065497657803177,desktop
user_371,275.10930643834416,6,0.30163651410382486,0.1667788985618221,mobile
user_372,495.9259026331909,5,0.18585848224118612,0.48548778194409525,mobile
user_373,709.682576156712,7,0.013481806556803463,0.4525625074537838,mobile
user_374,223.7952858494,10,0.19469539760940952,0.6303928326545295,tablet
user_375,189.6020065701057,11,0.03961591372231826,0.36268241902443,desktop
user_376,621.5966467467091,10,0.13311866516160373,0.3042270772310931,desktop
user_377,60.64611145754194,17,0.4255373422171332,0.38734995506670716,mobile
user_378,156.65403385687995,6,0.21647737426165742,0.2883882870415029,mobile
user_379,265.634884486004,7,0.02460493980024948,0.4402971934089273,desktop
user_380,377.10618749656413,8,0.06868903137914972,0.21634309143608,desktop
user_381,542.9914078278082,10,0.3886362939959488,0.1360060932133294,desktop
user_382,53.09996936658805,5,0.28288424386322525,0.5630788556905099,desktop
user_383,397.25093226841364,8,0.3541757019547962,0.3723459308291531,tablet
user_384,102.24483376378123,7,0.35067468483769376,0.44874709549991243,desktop
user_385,1475.138921544857,8,0.5158261145055819,0.3273063194513194,desktop
user_386,72.04883604129584,6,0.22214254853675175,0.33051052492521443,desktop
user_387,836.3602596470599,11,0.06643794089329005,0.21209997762455948,mobile
